id,line
14798,Охота охота охота быть Богом
14799,Судить и карать я всё вижу как Око
14800,Я здоровый пацан могу сделать ударпрыжок
14801,Но в армию не взяли сказали слишком хитрожоп
14802,И я могу ударом в голову с ноги убить лося
14803,Но оружие давать таким как я видите ли нельзя
14804,Надежды потухли я не хочу гнить на кухне
14805,Перед тем как вышвырнуть меня кричал Вы чё опухли падлы
14806,Армия в очке и вам нужны такие кадры
14807,И этот мир без калаша не сахар ну и ладно
14808,На моем районе жесть баттлрэп shit
14809,Войны кланов рэперы баттлятся и друг на друга бычат получают лещей
14810,Самый дерзкий рифмоплет худой как кощей к тому же вечно под спайсами
14811,Я пиздец взвинчен давай побаттлимся ты под автотюном я под питчем
14812,Кто победил Пусть решает суд Линча мне похуй я в рэпе как танк на баттле как на войне
14813,Но чтото пошло не так за автотюн голосует каждый мудак а их там каждый первый
14814,Вам бы всем по ощипать бы перья но куры и так не взлетают выше плинтуса
14815,Только и слышно снизу кококо кококо и иногда кукарек
14816,Это не звездопад это парад калек парад калек
14817,Такого зрелища не видовал русский народ во век по центральной площади шествует парад калек
14818,Вставляют палки друг другу в колёса слышно стон и хрип
14819,Это они взбираются кто как может на рэполимп
14820,Такого зрелища не видовал русский народ во век по центральной площади шествует парад калек
14821,Вставляют палки друг другу в колёса слышно стон и хрип
14822,Это они взбираются кто как может на рэполимп
14823,Я во главе этого сброда калек
14824,И я веду весь русский рэп на хуй уже сорок лет
14825,И по пути не один мц уж раком заболел
14826,И попади с нами ползёт и раком ДЕЦЛ
14827,И мастер шефа Brick Bazuka даже Грязный Луи
14828,Нет бы испить вина но те меняют вас на рубли
14829,Ссаные рифмы полируют как пробор ДжонниБой
14830,Както видал Баттлмц даже поролись в очко
14831,Но мне не страшно если что аллах подарит леща
14832,И моя рэп карьера прыгнет вверх как сраный гимнаст
14833,Я заведу лейбл на лейбл я блядей заведу
14834,Буду пивать только блэк лейбл и детей заебу
14835,Рэпом про разврат и порок про то как всех в рот ебу
14836,Про то как всех в рот ебу про то как всех в рот ебу
14837,Про то как всех в рот ебу бабу ягу и абу
14838,Коль не сотру язык а жопы на язык мне типун
14839,Людмилу Зыкину на хуках через пустыню веду
14840,Эту безликую шоблу но я люблю это тру
14841,Моё гэнгста в том что я честный русский рэперлошок
14842,На треке Маставой Замай КПСС MF Док Вот
14843,Я кину окурок винстона накинув в куртку вейп
14844,Наплевал вам в харизму и уйду как Курт Кобейн Проебал
14845,Посола гладкостволного на бэках sosa
14846,И сделав камбек увижу все сосут как и сосали
14847,Мне нужен Сусанин в дебрях рифмы панчи
14848,В мире где блять царь миф все рыбачит и рыбачит
14849,Брат чё Есть почитать чё из даблтайма где на хуках безголосый а пизда болтает
14850,Где жертвы киднеппинга занимаются неймдпроппингом
14851,На версусах для вас один панч в метро пинком Наа
14852,Сделаю блокнот из негров в Новый Год
14853,Ребрендинг NPansа негрономикон
14854,В твоих красных глазах не видно разума рэп пиздострадальцев это вид одноразовых вид пидорасовых
14855,У вас парад калек там я послушал твое демо бро тебе пора в коллектор
14856,Такого зрелища не видовал русский народ во век по центральной площади шествует парад калек
14857,Вставляют палки друг другу в колёса слышно стон и хрип
14858,Это они взбираются кто как может на рэполимп
14859,Такого зрелища не видовал русский народ во век по центральной площади шествует парад калек
14860,Вставляют палки друг другу в колёса слышно стон и хрип
14861,Это они взбираются кто как может на рэполимп
14862,Над Петрозаводском тучи а весь ваш рэп ебучий MC читает так как будто его снова пучит
14863,Не учи меня как жить не получишь пулю
14864,Не учи меня как жить я живу как дую
14865,В натуре я четка родная мать не даст пожрать а голод не тетка
14866,И этих негров мы лупили и лупим как плетка знакомый запах табака это горит оплетка
14867,И не лечи нам про Набокова читали ёпта
14868,MC читает нам мораль но его зубы в скобках
14869,У нас подпольный рэпачек нас не ищи на полках такой подпольный рэпачок его найдут в раскопках
14870,И фантастический прогресс все та же наебка ведь это движется вода но не движется лодка вот как
14871,И мне бывает стыдно когда беру картошку фри а мой соус не сырный
14872,Мой монитор окошко в мир НавальныйДемидов у меня под окном проходит парад инвалидов
14873,Лида дай мне любви в рассрочку пусть не дарил я роз но розочка режет сорочку
14874,Нет точно надо дать урок сыночку он начитался Диогена и делает бочку
14875,Дать урок сыночку он начитался Диогена и делает бочку
14876,Все ваши понты ебучие про бухло и наркотики
14877,Кидаете как бабки свои псевдо понтики
14878,Ваш метод максимум это с пудрой пончики
14879,Мудрецы заторчали пососут за панчлайны
14880,Мне так Блевотно от таких поворотов блять
14881,Не удивлен приступ рвоты ваше пиздабольство просто ват
14882,Смотри браток Твой Стилек подтек
14883,Теперь он простоват
14884,Это Правда я подросток ты был тихоня не продажный
14885,Но кризис наступил и ты резко извинился перед всеми
14886,С витрин продукт кретин ты уже готов купить
14887,Все Вы жертвы маркетинга это мозгов блицкриг
14888,Я уже Готов сейчас провести вам рэп лекцию
14889,Залетаю прям на РиП там попса постят тех кто отсосал
14890,Никто не слышит этот крик ведь так орет замай
14891,Принимает в антихайп в здании свежая кровь
14892,Сей сезон для вас последний бро антихайпу вы не ровня
14893,Замай ты ебанулся совсем ужеаСколько можно выёбываться
14894,Хахаха да бесконечно можно выёбываться потому что всё по сути всё так
14895,Салам Ты уже в хлам
14896,А я уже сверхШерхан
14897,С того света восстал как Асад Башар
14898,Твой ашрам подвал
14899,Насад и Марк Шагал
14900,Не дам пять тебе шаха
14901,Ты не тигр шакал
14902,Замай Хан здесь похуй всё
14903,Ты Иисус Христос я Бог усёк
14904,Слышу тексты песен твои лапша
14905,Вижу твоих кексов шантрапа
14906,Бежишь марафон но наутёк
14907,Как Роман Волобуев волоёб
14908,Ты Антон Комолов не Шандар
14909,Добряк бездарный клашар
14910,А я парень плохой да я парень плохой
14911,И я мусор в твоём мире как Юра Хой
14912,Буду парень плохой всегда парень плохой
14913,Ведь упёртый упоротый сраный хохол
14914,А я парень плохой да я парень плохой
14915,Мне не лень трахать весь этот блядский хипхоп
14916,Буду парень плохой всегда парень плохой
14917,И пускать пузыри даже в адский котёл сука
14918,Плохой парень это я плохой парень это ты
14919,Плохой парень это тот кто вертит на елде весь мир
14920,Плохой парень это ты плохой парень это я
14921,Плохой парень станцует у хейтера на похоронах
14922,Мне было трудно начать
14923,Теперь я крупный начальник
14924,Увольняю с бита всех этих трутней печальных
14925,Все их панчи не пули а круги по воде
14926,Там у хипхопа я вчера приделал хуев новодел
14927,И я когдато был хороший не бил панчлайнами по роже
14928,Ходил по правилам и каюсь был унылей чем конь БоДжек
14929,Но теперь я разозлился и устраиваю ад
14930,Ты поссал малышкам в кодеин лишь пять минут назад
14931,А я парень плохой да я парень плохой
14932,И я мусор в твоём мире как Юра Хой
14933,Буду парень плохой всегда парень плохой
14934,Ведь упёртый упоротый сраный хохол
14935,А я парень плохой да я парень плохой
14936,Мне не лень трахать весь этот блядский хипхоп
14937,Буду парень плохой всегда парень плохой
14938,И пускать пузыри даже в адский котёл сука
14939,Плохой парень это я плохой парень это ты
14940,Плохой парень это тот кто вертит на елде весь мир
14941,Плохой парень это ты плохой парень это я
14942,Плохой парень станцует у хейтера на похоронах
14943,Пробудись как Гаутама убедись в тебе есть прана
14944,Не гасись от истины на сутру нанизаны мысли
14945,Те что унесут в Нирвану
14946,После феника все стало странным
14947,В колонках Карлос Сантана басит как Сатана
14948,Несусь сапсаном к небесам а сам цвета бледных поганок
14949,Замкнутый в себе капкан способен лишь беззубо клацать
14950,Об этой самости своей покалеченной челюстью
14951,Как получилось в человеке нету человечности
14952,Застрявший в вечности потерянный в трёх соснах мысли
14953,Вяло тащу конечности как за флейтистом крысы
14954,Из этой кажущейся клетки к незримой церкви
14955,Паук устал крутиться в банке и ударом в центнер
14956,Бросился всем телом в осколках и пыли узрел он
14957,За гранью банки только банка чуть больших размеров
14958,Куда хотел он а Опять ползти без дела
14959,Паук в себе всецело и куда ни глянь везде он
14960,В этой банке никого кроме паука
14961,Двигай лапки в никуда только пустота
14962,По обоим сторонам этого глупого сна
14963,Такого глупого сна
14964,В этой банке никого кроме паука
14965,Двигай лапки в никуда только пустота
14966,По обоим сторонам этого глупого сна
14967,Такого глупого сна
14968,Я в Инстаграме и Твиттере распознал дзен
14969,Осел на дне интернета на кайф подсел
14970,И этой мой лютый спайс мой открытый space
14971,Друзья кричат мне Вылазь но с этой иглы не слезть
14972,Нет Но я стараюсь браток
14973,Бросить фальшивый мирок как мой товарищговно
14974,Я не Марат не Дантон не Робеспьер Мирабо
14975,Я лишь воюю с языком будто мне текст не родной
14976,Стараюсь просто выйти за границы смысла
14977,Пока бессмысленный желает за границу смыться
14978,Моя страна и так меня бросила что уж боле
14979,Моя история бросила головою в поле
14980,Но я доволен епта На судьбу не грешу
14981,Я в рифмовке робкий безумный Ашу
14982,Мой подвешенный язык как на нитях паук
14983,Шестнадцать строк это банка но я выход найду
14984,Тут
14985,В этой банке никого кроме паука
14986,Двигай лапки в никуда только пустота
14987,По обоим сторонам этого глупого сна
14988,Такого глупого сна
14989,В этой банке никого кроме паука
14990,Двигай лапки в никуда только пустота
14991,По обоим сторонам этого глупого сна
14992,Такого глупого сна
14993,В котором я сижу за стеклом и мучу хипхапы
14994,Мне оторвали мои длинные чудные лапы
14995,Все кроме одной ура и ту что осталась
14996,Самозабвенно макаю в тушь Это радость
14997,Когда я вывожу затейливый узор из букв
14998,Пока все спят заношу обратно сор в избу
14999,Моя паутина подле меня я попал в нее сам
15000,Дорога кратна не сантиметрам нет а неделям дням и часам
15001,Включив неуклюжий галоп на единственной лапке скачу по клетке тетрадной
15002,Время от времени раздается мое дюжее гоп
15003,Сопровождающее попытки перепрыгнуть эти декады
15004,Насколько хватает моих восьми глаз
15005,В обе стороны сплошь петли перемычки
15006,Мухи бьются и жужжат мол возьми нас
15007,Все мы непонятно для чего здесь все мы горемычные
15008,Абсолютно все
15009,Но плох тот мечтатель чья мечта сбылась
15010,И тот кто променял клочья облаков на горсть земли
15011,Или свободу променял на власть
15012,Я спал и был уверен что точно не таков
15013,Все так или иначе тянется нитями из меня
15014,И нет вещей что я не силах был бы изменять
15015,Повременю умирать буду и дальше пить жизни яд
15016,Сон был таким продуманным что сам собой сложился в явь
15017,В этой банке никого кроме паука
15018,Двигай лапки в никуда только пустота
15019,По обоим сторонам этого глупого сна
15020,Такого глупого сна
15021,В этой банке никого кроме паука
15022,Двигай лапки в никуда только пустота
15023,По обоим сторонам этого глупого сна
15024,Такого глупого сна
15025,Е
15026,Салют
15027,Это CiTy
15028,Со мной STRiKE
15029,Передавай майк передавай майк
15030,Андеграундзвезда это я и я STRiKE
15031,Передавай майк передавай майк
15032,Это СиТи мой трек качает на репите
15033,Передавай майк передавай майк
15034,Андеграундзвезда это я и я STRiKE
15035,Передавай майк передавай майк
15036,Это СиТи мой трек качает на репите
15037,Сделай звук погромче сейчас читает СиТи
15038,И скоро у тебя мой трек качает на репите Еу
15039,Сначала раз потом другой затем стабильно в плеере Ага
15040,Утёр нос всем тем кто в меня не верили Хаха
15041,Я не теряю времени да я всегда в действии
15042,А на твоей карьере уже рисуют крестики Что
15043,Но я такой не один нас очень много Дадада
15044,Знайте то что каждый в силах пробить себе дорогу
15045,Запомни меня скоро будешь мной гордиться
15046,Ведь за этими плечами стоит вся столица
15047,Я видел эти улицы я видел эти лица
15048,Такое многим из вас даже не приснится Аа
15049,Здесь пацаны от безделья тусуют на районе
15050,Их головам давно нужны новейшие герои
15051,Такие как СиТи такие как STRiKE
15052,Если ты в теме я тебе передаю майк
15053,Передавай майк передавай майк
15054,Андеграундзвезда это я и я STRiKE
15055,Передавай майк передавай майк
15056,Это СиТи мой трек качает на репите
15057,Передавай майк передавай майк
15058,Андеграундзвезда это я и я STRiKE
15059,Передавай майк передавай майк
15060,Это СиТи мой трек качает на репите
15061,В две тысячи третьем делали рэп две тысячи десять
15062,Пока ты прыгал по сцене я развивал к себе вечность Да
15063,Перемалывал рынок ваши надежды
15064,А я раны свои лечил этим рэпчиком в центре
15065,Это высшая ценность понимать кто ты есть
15066,На королевское кресло не сел бы и сидеть
15067,Дети сельские есть я же будто Скарфейс здесь Хаха
15068,Срал на потуги лейблов похуй коли ты хейтер Убейся нахуй
15069,Хей ман это СиТи и STRiKE
15070,Два диплома на двоих дави на педаль
15071,Бифы нахуй не всрались все пиздатые с нами
15072,Всех пиздатых мы знаем кто не с нами тот слабый
15073,Продакшн Saadu мы сами творцы своего стиля и тут Мы здесь
15074,Чтобы всё сделать красиво
15075,PARS Records твою мать Supreme Ent
15076,Underground Mainstream порулить не дадим
15077,Передавай майк передавай майк
15078,Андеграундзвезда это я и я STRiKE
15079,Передавай майк передавай майк
15080,Это СиТи мой трек качает на репите
15081,Передавай майк передавай майк
15082,Андеграундзвезда это я и я STRiKE
15083,Передавай майк передавай майк
15084,Это СиТи мой трек качает на репите
15085,Передавай майк передавай майк
15086,Андеграундзвезда это я и я STRiKE
15087,Передавай майк передавай майк
15088,Это СиТи мой трек качает на репите
15089,Передавай майк передавай майк
15090,Андеграундзвезда это я и я STRiKE
15091,Передавай майк передавай майк
15092,Это СиТи мой трек качает на репите
15093,Идёт дождь чё же ещё сказать
15094,Вот бы мне лазер
15095,Заплутал забухал в дырах утлых сутан
15096,Я алкан дай мне газ будто изобутан
15097,Через пески к воде далека моя цель
15098,Заплачу тысячу цен ферма вдали как прицел
15099,Заплутал забухал в дырах утлых сутан
15100,Я алкан дай мне газ будто изобутан
15101,Через пески к воде далека моя цель
15102,Заплачу тысячу цен ферма вдали как прицел
15103,Заплутал забухал в дырах утлых сутан
15104,Я алкан дай мне газ будто изобутан
15105,Через пески к воде далека моя цель Моя цель
15106,Заплачу тысячу цен ферма вдали как прицел
15107,Заплутал забухал в дырах утлых я солдат
15108,Я алкан дай мне газ будто изобутан
15109,Через пески к воде далека моя цель
15110,Заплачу десять цен сотню цен ферма вдали как прицел
15111,Заплутал заплутал
15112,Далека моя цель
15113,Ферма вдали как прицел
15114,Эй два ноль десять эй
15115,Эй Замай
15116,Питер AM моя волна радиоприёмник староват
15117,Ни разу не пил кофе в Starbucks Оптина пустынь мой карман
15118,Здесь 10 лет уже как да В рэп игре тролль будто StarCraft
15119,Попробуй тронь ты мой art craft Питер AM моя волна
15120,Питер AM моя волна радиоприёмник староват
15121,Ни разу не пил кофе в Starbucks Оптина пустынь мой карман
15122,Здесь 10 лет уже как да В рэп игре тролль будто StarCraft
15123,Попробуй тронь ты мой art craft Питер AM моя волна
15124,А я болван хуже баран сотен разочарований в ужин ботва
15125,Да я атлант и всё смог сам но иногда я будто crack wanna smoke some
15126,Я хороший человек или badman Это Марсово поле мне ватман
15127,Здесь меня распишут и даже Всевышний на надгробном камне выбьет Талант
15128,Я ебал этот мир в рот пошляки не указ бро
15129,Я стандартный пидорас но не банальней Дидро так займу Газпром
15130,Я ебал этот мир нет моя музыка как Мин нет
15131,Полна задора иpза забором моя голая жопа веселит всех
15132,Плачет комик над загубленной судьбой
15133,Умер Цой и Группа крови теперь стала голубой
15134,И его воззренья красные как будто бы Лукойл
15135,Чёрнобелый мир как шахматы где он костяной король
15136,Питер AM моя волна радиоприёмник староват
15137,Ни разу не пил кофе в Starbucks Оптина пустынь мой карман
15138,Здесь 10 лет уже как да В рэп игре тролль будто StarCraft
15139,Попробуй тронь ты мой art craft Питер AM моя волна
15140,Питер AM моя волна радиоприёмник староват
15141,Ни разу не пил кофе в Starbucks Оптина пустынь мой карман
15142,Здесь 10 лет уже как да В рэп игре тролль будто StarCraft
15143,Попробуй тронь ты мой art craft Питер AM моя волна
15144,Мои демоны мои покемоны я зол
15145,На систему тут не поможет и афобазол
15146,Алкоголь наркотики женщины и баттлрэп
15147,Я пойду голосовать и выберу в думу их всех
15148,Бидрилла в председатели Параса ему в замы
15149,Голбата чтоб летал и гадил прекрасные залы
15150,Ну а Путина в отдел культуры во главу
15151,Там посмеяться над нами его ждет уже Глум
15152,Голема в комитет по бюджету и налогам
15153,В комитет по транспорту поставим Слоупока
15154,В охрану здоровья ну я не знаю может ты
15155,Прекрасный слушатель самый редкий грабит джинск
15156,Всю свору воедино может быть веселее
15157,Станет с покемонами вместо депутатов Рассеи
15158,Но вот только незадача мне не поймать никак
15159,В прицел фотокамеры айфона самого себя
15160,Я спрячусь от мира взрослых и я на всё готов
15161,Когда со мной сильные монстры среди живых слабаков
15162,Пусть в газетах мелькает пёстро что это обман извне
15163,Со мной мои добрые монстры в большой и злой стране
15164,Я бы тоже хотел быть умней Алаказама
15165,Но РПЦ умников не любит как мне показалось
15166,Решил просто пошутить не смешно Искандерам
15167,Полицейские дали паяльник стал Чармандером
15168,Третья эволюция бандеры враг как Мьюту
15169,Скорей бы новые видео из барака в ютуб
15170,Не то место выбрал где взбираться начал на Олимп
15171,Где в прессхате работают Мачоп и Хитмонли
15172,И все дела решают у кого побольше Старью и Старми
15173,Полгода назад ещё мог чувствовать себя старым
15174,Сегодня покемоном не удивишь как вирусом СПИДа
15175,Попробуй в такой массе быть уникальным как Спинда
15176,А мои друзья остались на крышках миринды
15177,Уже не был Видлом созревал как Какуна
15178,Кем вылуплюсь не знал сюрпризкиндер
15179,Но видел одно быдло именно поэтому думал
15180,Я спрячусь от мира взрослых и я на всё готов
15181,Когда со мной сильные монстры среди живых слабаков
15182,Пусть в газетах мелькает пёстро что это обман извне
15183,Со мной мои добрые монстры в большой и злой стране
15184,Для нас это так прикольный жёсткий кровавый гон
15185,Но гдето в лесу холодном прячется покемон
15186,Там где не встретишь ребёнка там где не словишь сети
15187,Он бродит один в потёмках ищет куда идти
15188,Последние силы теряя на запах свечей идёт
15189,А сзади подростков стая Схватим его вперёд
15190,Тебе откроются двери в тёплый уютный храм
15191,Ведь все виртуальные звери ищут спасенья там
15192,Разрушены злые чары свободна твоя душа
15193,Не будет Оричимару покемон прощай
15194,Товарищи Прощай покемон прощай
15195,Выпускайте своих покемонов
15196,Мы с друзьями лимоновцы мутим модные акции
15197,За свободу покемонов предлагаем ввести санкции
15198,Каждому государству что бессовестно ввозит их
15199,Порой в одном покеболе вмещается до 16 голдаков
15200,В натуре мне страшно смотреть на их бедные кости
15201,Я слышал менты Чармандеру тушили хвостик в отделении
15202,А хитрые жиды из того подъезда
15203,Приспособили Бластойза под водоснабжение дачного участка
15204,И каждый второй покемон в нашей отчизне не счастлив
15205,А мне хотелось схватиться за голову как Псайдак
15206,Когда я увидел как от Райчу запитывал аккумулятор депутат Райкин
15207,И в клипе Redo покемонграймер эксплуатируется как некое низшее существо
15208,Но мы не Катерпи и на брюхе не будем терпеть произвол
15209,Однако наш митинг опять разгоняет ОМОН
15210,И едкий дым в толпу выпускает покемон Визинг суки
15211,Я спрячусь от мира взрослых и я на всё готов
15212,Когда со мной сильные монстры среди живых слабаков
15213,Пусть в газетах мелькает пёстро что это обман извне
15214,Со мной мои добрые монстры в большой и злой стране
15215,Замай заводи Мы на сраном тракторе страна позади
15216,Странный факт но нас как Пахома за погоны схватил
15217,Братишка ностальгия в спортивках с рынка скандирует гимн
15218,Это необратимо как цикличность событий в гифках и вайнах
15219,Под этот бит без запивки слесаря спирт хуярят
15220,И будто заново по царям стреляют
15221,Дня нет чтобы не совали у баров ногами в лицо
15222,С нами на майке Ротару 100500
15223,Братан ещё братан два братишки Газманов
15224,Ребятишки базлают за всё
15225,Мы даём по газам и знаем что знамя везём
15226,Ты слышал позади громкий крик
15227,Ну всё это Милонов Виталий Виталий дико простите
15228,Но ваши танки на пути встали и были сбиты а что со свитой
15229, свитеры просвиры обиды пусты и противны
15230, погиб паладин но увы
15231,Всех терпил не найти по ID битва контрастов
15232,Пидарасы и генгстаказачки эти братства повесят значки как на ранце лямочки
15233,И коекто тут ебётся в очки верно задолго до пенсии
15234,А у нас розовеют зрачки от ветра
15235,Околесица льётся песней какой русский не любит езды на месте
15236,Поэтому в клетку трасса пестрит
15237,А это детка просто кресты вдоль дороги бреда пустынной
15238,Поэтому в клетку трасса пестрит
15239,А это детка просто кресты вдоль дороги бреда пустынной
15240,Русское поле экспериментов
15241,Русское поле экспериментов
15242,Вечность пахнет нефтью
15243,Не степь и не прерия строго русское поле
15244,Мы долбоёбы с мячиками между ног как в футболе
15245,Поведаем за поездку дохуище кулстори
15246,Как били под Домодедовым гоя и азербона
15247,Поле наша жизнь упороты виражи
15248,Щёки румяные от кайфа будто гомиквизажист
15249,Калом замазаны щи и одеколон Шипр
15250, ведь он жив был кумир Рома Жиган
15251,В пальто и Жихарка Шило кошер 
15252,Гематоген христианских детей ест Гермоген
15253,Как у Герман Греф говном карманы полны
15254,Сергей Гормаш икона лаваш из мам Оксимирона
15255,Багаж гроб и винтов полно дави Вандал
15256,Всё чернь под колесами мимо БАМ и Грибанал
15257,Широка страна родная КГБ с нами
15258,Мы правы за нас телега историй Гелентваген
15259,И Харламов Гарик харам и гарик
15260,Мы угараем дико рядом с нами Кришна Хари
15261,Град Китеж калик не бог 
15262,Респект от рэпера то же плевок рот в рот
15263,Зарядим песни коли 
15264,Нападает мы как Маккаби трёхочковый забьём
15265,Жаль никак без торговли еблом шоубизнес
15266,Но мы с ними не сядем срать на одном поле братишка
15267,Мы охуенные слишком хук будто бы велорикша
15268,Фанаты Данелии КиШа ДДТ Алисы
15269,Говнари и кисы слились в едином экстазе
15270,И Каспер Хаузер на связи нёбо жжёт ледокол Красин
15271,Русское поле экспериментов
15272,Русское поле экспериментов
15273,Русское поле экспериментов
15274,Русское поле экспериментов
15275,Вечность пахнет нефтью
15276,Айоу
15277,Но мои мысли не бегут снова в связке оленей
15278,Давно спрыгнул с броневичка на памятникЛенин
15279,Давно лежу на диване будто в сказке Емеля
15280,В апреле выпал снег и растаял в апреле
15281,Тезисно подойду к окну
15282,И там невнятная хуйня будто Гуфа труп
15283,И я на самом деле рэпер значит туп и груб
15284,Майн Кампф Майнкрафт а мой плуг в углу в пыли
15285,Я тут герой былин
15286,Полуугарный мим Егор Бероев ринг
15287,Мне октагон рифм Эй король Лир
15288,Ты знаешь как мне помочь звонок нольтри и в лимб
15289,Это мейнстрим андерграунд
15290,Ты и не там и не там обычный пидор ебаный
15291,Не скрыться даже за маской мещане крикнут на выход
15292,Из этого всего следует единственный вывод
15293,Моя дешёвая жизнь попсее Басты
15294,А я хочу как Скриптонит блядей сисястых
15295,Или как Оксимирон быть сельский пастырь
15296,Ну а пока лишь Луперкаль под сенью язвы
15297,Моя поёбанная жизнь попсее Басты
15298,А я хочу как Мастер ШеFF вселенской власти
15299,Или быть ДЕЦЛ дредастый байстрюк
15300,Но мне лишь в Ладе с Кастой петь о счастье
15301,Ну уж нет Нахуй вас всех
15302,Мои примитивные рифмы будто газнефть
15303,Когдато были одиноки были PARS Rec
15304,Андрей Андреевич Замай теперь Азм есмь Царь
15305,Как Тамерлан Царнаев
15306,Последний идеалист в этом бездарном сарае
15307,Немного пёрну в микрофон пойдёт слеза на гравий
15308,Меня убьёт но слава как Франц Фердинанд в СараеВо
15309,А дальше рэпгеноцид
15310,Тянутся руки со всей России ты кек и 
15311,Шутки стреляют оппонентов будто беглый грузин
15312,На вид хилой но на своих плечах я век доносил
15313,Прикинь Полно друзей не врагов
15314,Но пустыня смыслов кричит мне Эй отведай говно
15315,Зачем ты думаешь всё это Что ль совсем ебанько
15316,Я деревенский философ ведь не Евгений Линьков но
15317,Моя дешёвая жизнь попсее Басты
15318,А я хочу как Скриптонит блядей сисястых
15319,Или как Оксимирон быть сельский пастырь
15320,Ну а пока лишь Луперкаль под сенью язвы
15321,Моя поёбанная жизнь попсее Басты
15322,А я хочу как Мастер ШеFF вселенской власти
15323,Или быть ДЕЦЛ дредастый байстрюк
15324,Но мне лишь в Ладе с Кастой петь о счастье
15325,Посвящается Мише Маваши это самая важная в мире песня
15326,Крекхэду Ване Ленину самая важная
15327,Ха это новый Интернационал
15328,Есть порох у меня есть порох
15329,Я пиздец молод танцую семьсорок
15330,Бесспорно у меня есть порох
15331,Под ирокез волос словно у Лес Пола
15332,Есть порох у меня есть порох
15333,Моё репсоло наводит что бес морок
15334,На Иегова У меня есть порох
15335,Юмор чёрен как Эрик Форман борец Гога
15336,Бродил по городу от Исанова до Планерной
15337,Искал на голову приключений искал первый
15338,Кристалл Мерлин я пизда неверным
15339,Я хочу чтобы таджикистанский фермер стал комиссаром вселенной
15340,Я социалист мне каждый человек дорог
15341,Жаль мир давно в лендлиз дважды не оплатил чек в короб
15342,Ну и зачем свобода для всех тех кто раб
15343,В руке мачете Тора впереди ментборов а у тебя есть порох
15344,Есть порох у меня есть порох
15345,Я пиздец молод танцую семьсорок
15346,Бесспорно у меня есть порох
15347,Под ирокез волос словно у Лес Пола
15348,Есть порох у меня есть порох
15349,Моё репсоло наводит что бес морок
15350,На Иегова У меня есть порох
15351,Юмор чёрен как Эрик Форман борец Гога
15352,Вмиг перешёл на бег
15353,Где же где мой бережок и плед
15354,Беженец я или божий кент
